OverallQual,YearBuilt,YearRemodAdd,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,YrSold,ExterQual_TA,ExterQual_TA,ExterQual_TA,ExterQual_TA,BsmtQual_Ex,KitchenQual_Ex,Neighborhood_NoRidge,GarageType_Attchd,BsmtExposure_Gd,KitchenQual_Gd,ExterQual_Gd,ExterQual_Gd,ExterQual_Gd,ExterQual_Gd,ExterQual_Fa,ExterQual_Fa,ExterQual_Fa,ExterQual_Fa,BldgType_1Fam,Neighborhood_NridgHt,BsmtQual_Gd,ExterQual_Ex,ExterQual_Ex,ExterQual_Ex,ExterQual_Ex,BsmtExposure_No
5,1949,2008,292,768,1148,568,1716,0,1,1,3,8,1,281,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1977,1994,795,795,1468,795,2263,1,2,1,3,9,2,539,2006,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1953,1953,1285,1416,1644,0,1644,1,1,0,3,7,2,418,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1984,1984,819,1003,1003,0,1003,1,1,0,3,6,2,588,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1950,1950,420,910,910,648,1558,0,1,1,4,6,1,282,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1997,1998,649,975,975,975,1950,0,2,1,3,7,2,576,2007,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
6,1968,1968,384,702,1041,702,1743,0,1,2,3,7,2,539,2007,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
6,1950,2004,0,1092,1152,0,1152,0,1,0,3,6,1,300,2009,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1953,1953,841,1165,1336,0,1336,1,1,0,2,5,1,375,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,1998,1999,281,1028,1210,1242,2452,0,2,1,4,9,2,683,2007,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
7,2001,2002,0,1541,1541,0,1541,0,2,0,3,6,3,843,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
5,1972,1972,894,894,894,0,894,1,1,0,3,5,2,552,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1880,2002,0,1470,1675,1818,3493,0,3,0,3,10,3,870,2008,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,2004,2005,1464,2000,2000,0,2000,1,2,0,3,8,3,888,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
7,1990,1991,700,700,1122,1121,2243,1,2,1,4,8,3,746,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
6,1920,1950,0,319,1035,371,1406,0,1,0,3,6,0,0,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
4,1940,1950,262,861,861,0,861,0,1,0,1,4,2,539,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
9,2003,2004,1274,1896,1944,0,1944,1,2,0,3,8,3,708,2006,False,False,False,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False
6,1993,1994,518,697,697,804,1501,0,2,1,3,6,2,420,2006,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
6,1948,2002,680,972,972,0,972,1,1,0,2,5,1,240,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1939,1950,507,793,793,325,1118,1,1,0,3,5,2,410,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
7,1965,1965,1236,2136,2036,0,2036,2,2,0,3,8,2,513,2009,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
7,1925,1990,16,728,832,809,1641,0,1,1,3,6,2,546,2006,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2004,2005,425,716,716,716,1432,1,2,1,3,6,2,432,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
7,1980,1980,692,845,1153,1200,2353,1,2,1,4,10,2,484,2009,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
8,2006,2006,0,1088,1088,871,1959,0,2,1,3,8,3,1025,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
7,1993,1993,987,1347,1372,1274,2646,1,2,1,4,9,3,656,2009,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
7,1980,1980,1036,1372,1472,0,1472,1,2,0,3,6,2,588,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
9,2006,2006,0,1249,1249,1347,2596,0,3,1,4,9,3,840,2006,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
8,2004,2004,970,1136,1136,1332,2468,1,2,1,4,10,3,872,2007,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False
7,1986,1987,28,1502,1553,1177,2730,1,2,1,4,8,2,576,2007,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
3,1955,2005,256,1162,1163,0,1163,1,1,0,3,6,1,220,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1967,2007,0,710,1898,1080,2978,0,2,1,5,11,2,564,2010,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
5,1941,1950,116,720,803,0,803,0,1,0,2,5,2,360,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8,1993,1993,1619,1719,1719,0,1719,2,1,1,1,6,2,473,2008,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
6,1960,1960,565,1383,1383,0,1383,0,1,1,3,7,1,292,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1916,1994,0,844,1445,689,2134,0,2,0,5,10,2,441,2009,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1920,1950,0,596,596,596,1192,0,1,0,3,6,1,189,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1964,1964,40,1728,1728,0,1728,0,2,0,6,10,1,352,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,1958,1992,846,1056,1056,0,1056,1,1,0,3,6,1,308,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,2003,2004,1124,3206,1629,0,1629,1,2,0,3,7,3,880,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True
7,2004,2004,720,1358,1358,0,1358,1,2,0,2,6,2,484,2008,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False
6,1998,1998,828,943,943,695,1638,1,2,1,3,7,2,472,2008,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
5,1965,1965,1249,1499,1619,167,1786,2,2,0,3,7,2,529,2008,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,2005,2006,1249,1922,1922,0,1922,1,2,0,3,8,3,676,2007,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
7,2002,2003,810,1536,1536,0,1536,1,2,0,3,7,2,532,2008,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
7,1984,1998,213,1208,1621,0,1621,1,2,0,3,8,2,440,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
6,1958,1998,585,1215,1215,0,1215,0,1,0,3,6,1,297,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,2002,2002,0,967,993,915,1908,0,2,1,4,9,2,431,2010,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
4,1950,1950,0,721,841,0,841,0,1,0,2,4,1,294,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True
3,1949,1950,0,0,1040,0,1040,0,2,0,2,6,2,400,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9,2005,2005,28,1684,1684,0,1684,0,2,0,2,6,2,564,2008,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True
5,1976,1976,129,536,536,576,1112,0,1,1,3,4,1,336,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
6,1939,1950,0,972,972,605,1577,0,1,0,3,6,1,312,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1960,1998,498,958,958,0,958,0,1,0,2,5,1,301,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6,1960,1960,1270,1478,1478,0,1478,1,2,0,3,6,2,498,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2003,2004,573,764,764,862,1626,1,2,1,2,6,2,474,2008,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True
9,2005,2006,1410,1848,1848,880,2728,1,2,1,4,10,3,706,2006,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True
9,2007,2007,0,1869,1869,0,1869,0,2,0,2,6,2,617,2007,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True
7,1986,1986,1082,1453,1453,0,1453,1,1,1,2,6,2,445,2006,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
5,1941,1950,236,616,616,495,1111,0,1,0,3,5,1,200,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6,1928,2003,0,624,720,0,720,0,1,0,2,5,2,484,2010,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1940,2000,388,940,1192,403,1595,0,1,0,2,6,1,240,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1995,1995,334,1200,1200,0,1200,1,2,0,3,6,2,521,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
6,1992,1992,560,1158,1167,0,1167,1,2,0,3,6,2,400,2009,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5,1976,1976,874,1142,1142,0,1142,1,1,1,3,6,2,528,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
5,1958,1958,300,1062,1352,0,1352,0,1,0,3,6,1,288,2006,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8,1998,1998,956,1086,1086,838,1924,1,2,1,3,7,2,592,2006,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
6,1978,1978,773,888,912,0,912,1,1,0,2,5,2,470,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
5,1940,1982,399,883,988,517,1505,1,1,0,3,8,1,240,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2003,2003,0,0,495,1427,1922,0,3,0,4,7,2,672,2009,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
6,1972,2007,162,483,483,504,987,0,1,1,2,5,1,264,2009,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6,1976,1976,712,796,790,784,1574,1,2,1,3,6,2,566,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
5,1920,1997,456,672,672,672,1344,0,1,0,3,6,1,468,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1963,1963,609,1394,1394,0,1394,1,1,1,3,6,2,514,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
6,1962,1962,371,1099,1431,0,1431,0,1,0,3,6,1,296,2008,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
5,1954,1954,540,1268,1268,0,1268,0,1,0,2,7,1,244,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1959,2006,72,1063,1287,0,1287,1,1,0,3,7,2,576,2010,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,2000,2000,0,953,953,711,1664,0,2,1,3,7,2,460,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
4,1959,1959,0,0,1120,468,1588,0,2,0,4,7,2,680,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1984,1984,623,744,752,0,752,1,1,0,2,4,1,264,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
5,1953,1953,428,608,1319,0,1319,1,1,0,3,5,1,270,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2003,2004,0,847,847,1081,1928,0,2,1,4,8,2,434,2007,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
1,1922,1950,350,683,904,0,904,1,0,1,1,4,0,0,2009,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False
5,1996,1996,298,870,914,0,914,0,1,0,2,5,2,576,2006,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
8,2004,2005,0,1580,1580,886,2466,0,3,0,4,8,2,610,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
9,2010,2010,1445,1856,1856,0,1856,1,1,1,1,8,3,834,2010,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
6,2000,2000,0,982,1007,793,1800,0,2,1,3,7,2,463,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5,1924,1950,218,1026,1026,665,1691,0,2,0,3,6,1,308,2010,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2006,2006,0,1293,1301,0,1301,1,2,0,2,5,2,572,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
7,2006,2006,0,939,939,858,1797,0,2,1,3,8,2,639,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
6,1928,1950,0,784,784,0,784,0,1,0,2,5,2,360,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1992,1992,985,1580,1079,874,1953,1,2,1,3,9,2,501,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
8,2004,2005,24,1256,1269,0,1269,0,2,0,2,6,2,430,2010,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
5,1910,1996,0,658,658,526,1184,0,1,0,5,8,0,0,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1976,1976,631,1041,1125,0,1125,1,1,0,3,6,1,352,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7,1999,2000,0,1468,1479,0,1479,0,2,0,3,6,2,577,2008,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
10,2007,2008,1280,1682,1742,590,2332,1,2,1,3,9,3,846,2008,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False
5,1900,1950,241,861,961,406,1367,1,1,0,4,7,1,384,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,2001,2002,690,804,804,1157,1961,1,2,1,3,7,2,560,2009,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1959,1959,0,0,882,0,882,0,1,0,3,5,1,294,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
4,1941,1950,266,788,788,0,788,0,1,0,2,4,0,0,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1940,1950,0,735,735,299,1034,0,1,0,2,5,1,240,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1956,1956,739,1144,1144,0,1144,1,1,0,3,6,1,596,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1972,1972,777,894,894,0,894,0,1,0,2,6,2,600,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1962,1962,540,864,876,936,1812,0,2,0,4,8,1,264,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1920,1950,0,961,1077,0,1077,0,1,0,2,6,1,338,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2006,2007,812,1092,1112,438,1550,1,2,0,2,7,2,438,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
8,1996,1996,786,1260,1288,0,1288,1,1,1,1,4,2,500,2008,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
7,2005,2005,24,1310,1310,0,1310,0,2,0,3,6,2,400,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
5,1940,1997,0,672,672,0,672,0,1,0,2,4,1,240,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,1998,1998,0,1141,1165,1098,2263,0,2,1,4,10,2,420,2006,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
6,1995,1996,0,806,806,766,1572,0,2,1,3,7,2,373,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
4,1976,1993,1116,1281,1620,0,1620,1,2,0,3,8,2,490,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1936,1950,0,1064,1166,0,1639,0,1,0,3,6,1,240,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1915,1976,0,840,840,840,1680,0,2,0,4,8,1,308,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
7,2006,2006,0,1063,1071,1101,2172,0,2,1,3,9,3,947,2007,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True
8,2007,2008,789,1034,1050,1028,2078,1,2,1,3,8,3,836,2008,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
5,1958,1958,0,1276,1276,0,1276,0,1,0,3,5,1,350,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1955,1955,1056,1056,1056,0,1056,1,1,0,3,5,2,572,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,2009,2009,578,1470,1478,0,1478,1,2,1,2,7,2,484,2010,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False
5,1927,1950,0,1008,1028,0,1028,0,1,0,2,5,2,360,2010,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1993,1993,50,1080,1080,1017,2097,0,2,1,3,9,3,678,2008,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
7,2007,2007,24,1340,1340,0,1340,0,2,0,3,6,2,396,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
6,1978,1978,209,672,672,728,1400,0,1,1,3,6,2,440,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1918,1950,1128,1370,1370,1254,2624,1,2,1,4,10,3,864,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5,1940,1950,312,756,756,378,1134,1,1,1,3,7,1,240,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1968,1968,775,1056,1056,0,1056,1,1,0,3,6,1,304,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1997,1998,1309,1344,1344,0,1344,2,2,0,2,8,4,784,2008,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
6,1977,2000,1246,1602,1602,0,1602,0,2,0,3,8,2,529,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
5,1954,1954,0,988,988,0,988,0,1,0,2,4,2,520,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,1998,1998,986,1470,1470,1160,2630,1,2,1,4,8,3,696,2008,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
6,1956,1956,616,1196,1196,0,1196,1,1,0,2,6,1,297,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
7,1946,1992,0,651,707,682,1389,0,1,1,3,6,1,240,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1989,1989,1518,1518,1644,0,1644,1,2,0,2,5,2,569,2009,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
4,1957,1957,288,907,907,0,907,0,1,0,3,5,1,352,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2007,2007,664,1208,1208,0,1208,1,2,0,2,6,2,628,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
6,1988,1988,1005,1392,1412,0,1412,1,2,0,3,6,2,576,2009,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
6,1971,1971,387,483,483,504,987,0,1,1,2,4,1,264,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6,1920,1998,0,901,1088,110,1198,0,1,0,4,7,0,0,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1971,1971,471,765,765,600,1365,1,1,1,2,6,2,440,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6,1997,1998,0,926,926,678,1604,0,2,1,3,7,2,470,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
4,1972,1972,495,630,630,0,630,1,1,0,1,3,0,0,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
7,1996,1996,385,799,827,834,1661,1,2,1,3,6,2,550,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
6,1920,1950,0,648,734,384,1118,0,1,0,2,6,2,440,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1926,2004,0,884,904,0,904,0,1,0,2,4,1,180,2009,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
5,1913,2002,365,440,694,0,694,0,1,0,2,4,1,352,2007,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1920,2000,0,684,684,512,1196,0,1,0,3,7,2,528,2009,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
10,2008,2008,1767,3094,2402,0,2402,1,2,0,2,10,3,672,2009,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False
4,1955,1955,133,1440,1440,0,1440,0,2,0,4,8,0,0,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,1930,1992,0,1078,1128,445,1573,0,2,0,3,8,2,360,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2006,2007,0,1258,1258,0,1258,0,2,0,2,6,3,648,2007,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
